,Track Name,Artist Name,Album,Album Release Date,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature,Artist Popularity,Track Popularity,Track URI,Artist URI
8348,That'll Be The Day,Buddy Holly,That'll Be The Day,1958-06-01,"classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter",0.536,0.637,2,-7.774,1,0.0343,0.467,0.0,0.0838,0.798,115.24,150133,4,57,60,spotify:track:50RwvvEKX5Q7AZt8FTAwIF,spotify:artist:3wYyutjgII8LJVVOLrGI0D
8349,Papa Loves Mambo,Perry Como,Pure Gold,1975-09-30,"adult standards, easy listening, lounge",0.674,0.498,0,-10.07,1,0.13,0.512,2.05e-06,0.404,0.747,81.075,162107,4,56,59,spotify:track:62eAoNfrrS84177LOzJMQx,spotify:artist:5v8jlSmAQfrkTjAlpUfWtu
8350,Yakety Yak (Remastered 2014),The Coasters,10 Hits of The Coasters,2023-04-14,"doo-wop, rock-and-roll, rockabilly",0.741,0.509,7,-13.841,1,0.132,0.933,0.29,0.152,0.965,122.144,111667,4,49,43,spotify:track:18zBoIfuyeWueqceC5ZRZo,spotify:artist:3QZKZBEmr54lAVI5XvmjnM
8351,You Mean Everything to Me,Neil Sedaka,Rock with Sedaka (Expanded Edition),1959-06-12,"adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock",0.374,0.429,0,-7.801,0,0.0279,0.523,0.0,0.134,0.679,71.519,157867,4,57,53,spotify:track:18YPNs20cBfgqkY8YCJlOH,spotify:artist:5N6GwJzOcOY5kv8p0NjhYL
8352,Poor Little Fool - Remastered,Ricky Nelson,Ricky Nelson (Expanded Edition / Remastered),1958-07-01,"adult standards, doo-wop, rock-and-roll, rockabilly",0.474,0.338,0,-11.528,1,0.0299,0.648,0.0,0.13,0.81,154.596,153933,4,57,57,spotify:track:5ayybTSXNwcarDtxQKqvWX,spotify:artist:73sSFVlM6pkweLXE8qw1OS
8353,Peggy Sue,Buddy Holly,Buddy Holly,1958,"classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter",0.676,0.424,9,-8.132,1,0.0329,0.947,0.000494,0.119,0.493,148.373,150960,4,57,56,spotify:track:2OARIMw1hpehr86Iwmv04c,spotify:artist:3wYyutjgII8LJVVOLrGI0D
8354,Bye Bye Love - Original Recording Remastered,The Everly Brothers,"""They're Off and Rolling"" Says Archie",1957-05-01,"adult standards, folk rock, mellow gold, rock-and-roll, rockabilly, sunshine pop",0.55,0.567,9,-7.297,1,0.0471,0.62,0.0,0.0993,0.91,171.082,138600,4,59,50,spotify:track:2ilqH4qO5BpS3B9keqFqDR,spotify:artist:4ACplpEqD6JIVgKrafauzs
8355,I'm So Lonesome I Could Cry,Hank Williams,Moanin' The Blues (Expanded Edition),1952-09-12,"country, honky tonk, traditional country, yodeling",0.678,0.218,4,-13.084,1,0.0288,0.874,0.000697,0.125,0.652,110.964,168773,3,57,56,spotify:track:0hveAq1VSNWo9MQYGMHvFF,spotify:artist:1FClsNYBUoNFtGgzeG74dW
8356,Sixteen Tons,Tennessee Ernie Ford,Vintage Collections,1997-01-01,"bluegrass gospel, country boogie, country gospel, western swing, yodeling",0.693,0.324,11,-15.085,1,0.205,0.796,0.0,0.246,0.382,144.14,158307,4,49,56,spotify:track:3P6OwCX7Ofiaaqtvujb6i5,spotify:artist:7u6FSuqT3SWE2kO8rNVjfp
8357,Ain't That A Shame,Fats Domino,Fats Domino Swings,1959-01-01,"louisiana blues, motown, new orleans blues, piano blues, rock-and-roll, rockabilly",0.486,0.501,4,-8.57,1,0.0326,0.767,7.6e-05,0.0679,0.942,122.894,152200,4,55,61,spotify:track:4ZfQwNx3FlCN07cnUvekh3,spotify:artist:09C0xjtosNAIXP36wTnWxd
8358,Sea of Love,Phil Phillips,Here Comes... Phil Phillips!,1958-09-02,swamp pop,0.399,0.458,7,-9.828,1,0.0283,0.915,0.00112,0.165,0.304,85.509,142360,4,30,46,spotify:track:0TdPo2fSEvO7k3XOYQyjU6,spotify:artist:4RoSFlSfHkTux15j7kUIAc
8359,"Shout, Pts. 1 & 2",The Isley Brothers,Shout!,1959-08-21,"classic soul, funk, motown, quiet storm, soul",0.489,0.866,10,-7.433,1,0.0933,0.753,0.0,0.876,0.416,138.63,268560,4,62,58,spotify:track:2ZNTPtYmAhN9vCwnAgqKn1,spotify:artist:53QzNeFpzAaXYnrDBbDrIp
8360,Tears on My Pillow,Little Anthony & The Imperials,Presenting Little Anthony & The Imperials,1959-12-24,"classic soul, doo-wop, motown, rhythm and blues, rock-and-roll",0.465,0.238,0,-9.854,1,0.0272,0.839,1.92e-05,0.15,0.486,100.53,135000,3,43,46,spotify:track:2TqB6mGZ2BY9meVuJTqv5G,spotify:artist:3PF1KBeHYb14yKgsiE693V
8361,He'll Have to Go,Jim Reeves,The Essential Jim Reeves,1997-02-14,nashville sound,0.554,0.186,1,-15.846,1,0.0379,0.909,0.00144,0.11,0.2,81.181,138640,3,54,47,spotify:track:7DH5dXVuQaqcKf9oTy9oUN,spotify:artist:2Ev0e8GUIX4u7d9etNLTXg
8362,Manhattan,Dinah Washington,What A Diff'rence A Day Makes! (Expanded Edition),1959-02-19,"jazz blues, soul, vocal jazz",0.315,0.24,10,-14.814,1,0.0376,0.797,3.88e-05,0.111,0.387,136.92,259027,4,58,36,spotify:track:28HXaQiH5DF10ey7yh9Gdu,spotify:artist:32LHRiof0sa4taYew9i3Fa
8363,16 Candles,Johnny Maestro,For Collectors Only,1993,doo-wop,0.604,0.307,10,-10.832,1,0.0275,0.727,0.0,0.0932,0.604,114.009,174640,3,37,46,spotify:track:3Timk4Wy8wnJDCfq6O7YDW,spotify:artist:1pXoY8oTJtPVGsrB4jmCRw
8364,I Wonder Why,Dion & The Belmonts,Presenting Dion And The Belmonts,1959-01-01,"brill building pop, doo-wop, rock-and-roll, rockabilly",0.506,0.699,10,-3.834,1,0.0348,0.569,0.0,0.158,0.901,103.463,141387,4,49,58,spotify:track:7vAw4LLIms6X8ZHcbtoazz,spotify:artist:2loYllWFfoWpoxC5YrJKc4
8365,Lovesick Blues,Hank Williams,Moanin' The Blues (Expanded Edition),1952-09-12,"country, honky tonk, traditional country, yodeling",0.758,0.245,2,-10.746,0,0.0428,0.952,4.52e-05,0.132,0.714,126.324,165267,4,57,37,spotify:track:1x4iqHqbgf9oHsQJ6FGnCy,spotify:artist:1FClsNYBUoNFtGgzeG74dW
8366,Rags to Riches,Percy Faith & His Orchestra,Presenting Percy Faith & His Orchestra,1944-05-26,"easy listening, man's orchestra",0.414,0.316,2,-13.322,1,0.0576,0.962,0.00125,0.0896,0.579,76.315,172720,4,50,42,spotify:track:5fyquqvQv2slhc5AqzhCWf,spotify:artist:24DQLSng7bKZD4GXLIaQbv
8367,I've Got a Woman,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",1957-01-01,"classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz",0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,171467,4,68,69,spotify:track:2xar08Fq5xra2KKZs5Bw9j,spotify:artist:1eYhYunlNJlDoQhtYBvPsi
8368,My Prayer,The Platters,The Platters,1956-09-10,"adult standards, easy listening, rock-and-roll, rockabilly",0.359,0.272,10,-8.393,1,0.0294,0.812,0.0,0.095,0.254,109.249,167800,3,59,56,spotify:track:1ntGJDSakqsaw1KhptKrB5,spotify:artist:6KWcxMWVNVIYbdOQyJtsSy
8369,Teach Me Tonight,Dinah Washington,"The Complete Dinah Washington On Mercury, Vol.4 (1954-1956)",1988-01-01,"jazz blues, soul, vocal jazz",0.558,0.231,5,-11.436,0,0.0812,0.805,0.0,0.142,0.403,73.103,167493,4,58,59,spotify:track:0Rk9byjmZksAJX15onGns5,spotify:artist:32LHRiof0sa4taYew9i3Fa
8370,There Goes My Baby - Single Version; 2019 Remaster,The Drifters,Definitive Soul: The Drifters,2007-04-02,"adult standards, doo-wop, rock-and-roll, rockabilly, soul",0.399,0.679,6,-3.403,0,0.0329,0.518,0.0,0.625,0.614,63.993,130320,4,59,40,spotify:track:5Aqnf8w3OZG0RQIW90QGaP,spotify:artist:1FqqOl9itIUpXr4jZPIVoT
8371,The Book of Love,The Monotones,Presenting the Monotones,1957-12-24,"doo-wop, rhythm and blues, rock-and-roll",0.431,0.643,10,-11.391,1,0.386,0.785,0.0,0.36,0.54,201.611,142453,4,37,44,spotify:track:4rc5ZzvU4Ke8Yy2A2wRaIl,spotify:artist:39aV9if9R4QuPZxrJsxc9a
8372,Wake up Little Susie,The Everly Brothers,The Very Best of The Everly Brothers,1964-08-01,"adult standards, folk rock, mellow gold, rock-and-roll, rockabilly, sunshine pop",0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,123520,4,59,56,spotify:track:11fNLqDB47gMKj7BHhR2Qr,spotify:artist:4ACplpEqD6JIVgKrafauzs
8373,Jambalaya (On The Bayou),Hank Williams,The Complete Hank Williams,1998-09-22,"country, honky tonk, traditional country, yodeling",0.526,0.291,7,-10.694,1,0.0346,0.706,0.0,0.0651,0.886,164.02,172133,4,57,47,spotify:track:2KJOfVTxWkbtRMGByeEQ7V,spotify:artist:1FClsNYBUoNFtGgzeG74dW
8374,Blueberry Hill,Fats Domino,Fats Domino Swings,1959-01-01,"louisiana blues, motown, new orleans blues, piano blues, rock-and-roll, rockabilly",0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,147880,3,55,62,spotify:track:06PdA0DLgF4BfAeUNZAbFG,spotify:artist:09C0xjtosNAIXP36wTnWxd
8375,"Shake, Rattle And Roll - Single Version",Bill Haley & His Comets,Bill Haley's Greatest Hits,1991-01-01,"rock-and-roll, rockabilly",0.671,0.679,5,-11.237,1,0.142,0.159,0.0,0.158,0.82,166.722,150467,4,53,48,spotify:track:2JoXjemDQe0fSmk26CpfrP,spotify:artist:3MFp4cYuYtTZe3d3xkLLbr
8376,Summertime Blues,Eddie Cochran,12 Of His Biggest Hits,1960-05-01,"rock-and-roll, rockabilly",0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,119360,4,52,62,spotify:track:3oAWTk92mZBxKBOKf8mR5v,spotify:artist:1p0t3JtUTayV2wb1RGN9mO
8377,It's All In The Game,Tommy Edwards,It’s All In The Game,1958-07-08,"deep adult standards, doo-wop, rhythm and blues",0.471,0.337,3,-11.964,1,0.0267,0.509,6.73e-05,0.216,0.634,70.49,158520,4,41,55,spotify:track:2tvt5K7y1gndmCgtIoLo1f,spotify:artist:1ObAu0tz0NlOI6FNHTXchD
8378,I Saw The Light,Hank Williams,Sings,1951-11-09,"country, honky tonk, traditional country, yodeling",0.349,0.273,7,-11.443,1,0.0325,0.95,6.21e-05,0.146,0.493,204.922,166000,4,57,48,spotify:track:04bsExZXrwoRXYKKDWlTIU,spotify:artist:1FClsNYBUoNFtGgzeG74dW
8379,Broken Hearted Melody,Sarah Vaughan,The Magic Of Sarah Vaughan,1959-01-01,"jazz, torch song, vocal jazz",0.433,0.512,7,-10.018,1,0.0345,0.837,0.0,0.185,0.794,132.38,146360,4,55,49,spotify:track:43zIzwzVqI51alZlyKbKi4,spotify:artist:1bgyxtWjZwA5PQlDsvs9b8
8380,Love Letters In The Sand - Single Version,Pat Boone,Pat Boone's Greatest Hits (Reissue),1993-01-01,"adult standards, easy listening, rock-and-roll, rockabilly",0.571,0.196,3,-13.216,1,0.0278,0.811,0.0,0.142,0.555,88.728,134560,4,44,49,spotify:track:1eqGYJJr2z2GXK1i0hD3BC,spotify:artist:7fmKtIgmxqNEKjATioVNsu
8381,"Good Golly, Miss Molly",Little Richard,Rock 'N' Roll Legends,2008-01-01,"blues, rock-and-roll, rockabilly, soul",0.57,0.863,7,-10.82,1,0.0526,0.581,0.00412,0.313,0.909,163.837,128640,4,58,46,spotify:track:5wJXbK6be3OUwZHrqEuuaD,spotify:artist:4xls23Ye9WR9yy3yYMpAMm
8382,Living Doll - 2003 Remaster,Cliff Richard & The Drifters,Stronger Thru the Years,2017-11-10,rock-and-roll,0.572,0.463,9,-7.782,1,0.0517,0.527,0.0,0.0958,0.764,62.658,156787,4,27,37,spotify:track:3koJ1vDWEITIrfMlNaHIu3,spotify:artist:1yAdL4L8voXQspjN6rdj4b
8383,Rave On,Buddy Holly,Buddy Holly,1958,"classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter",0.566,0.711,0,-6.536,1,0.0335,0.611,6.59e-06,0.417,0.961,159.629,109960,4,57,54,spotify:track:33aYzW5ToRjiFOzkubeJ8H,spotify:artist:3wYyutjgII8LJVVOLrGI0D
8384,Black Coffee,Sarah Vaughan,After Hours,1955-04-12,"jazz, torch song, vocal jazz",0.38,0.155,1,-11.977,1,0.0311,0.973,1.7e-05,0.0977,0.127,94.23,200440,3,55,49,spotify:track:56IQUfsUskt9VHe6YM6kue,spotify:artist:1bgyxtWjZwA5PQlDsvs9b8
8385,Little Darlin',The Diamonds,The Best Of The Diamonds,1996-08-20,"rhythm and blues, rock-and-roll, rockabilly",0.631,0.587,6,-11.402,1,0.042,0.536,0.29,0.333,0.664,152.851,129333,4,42,55,spotify:track:7ycFNferNuk6wAjBa0vWvl,spotify:artist:3s9kaLrpplvv4vIzZBYPga
8386,It's Only Make Believe,Conway Twitty,Conway Twitty Sings,1959-01-01,"arkansas country, classic country pop, country, country rock",0.461,0.466,11,-9.627,1,0.0598,0.86,2.76e-05,0.135,0.251,128.537,132027,4,61,56,spotify:track:1xVOttVNT27FBTD8iHjOfU,spotify:artist:7gi3jmwpUpNWdswT8eEprF
8387,Whole Lot Of Shakin' Going On - Single Version,Jerry Lee Lewis,Whole Lotta Shakin' Going On / It'll Be Me,1957-01-01,"piano rock, rock-and-roll, rockabilly",0.377,0.615,0,-8.431,1,0.0309,0.812,0.000323,0.154,0.553,161.529,173159,4,59,42,spotify:track:3EdEML9OuJmadb6qHvLvID,spotify:artist:2zyz0VJqrDXeFDIyrfVXSo
8388,Since I Don't Have You (Alternative Take),The Skyliners,The Skyliners,1959-09-26,doo-wop,0.265,0.602,6,-4.231,1,0.0319,0.59,0.000293,0.299,0.663,70.722,158840,4,42,53,spotify:track:4uAalOPic5WOPJF1kANXCt,spotify:artist:4JeG1IusHcsL2owYnsJ7wk
8389,Chantilly Lace,The Big Bopper,Chantilly Lace,1958-01-01,"rock-and-roll, rockabilly",0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,145267,4,41,56,spotify:track:07GtDOCxmye5KDWsTSACPk,spotify:artist:2gNK2HAaLVz5DZoD2moDQj
8390,At The Hop,Danny & The Juniors,Rockin' With Danny And The Juniors (Expanded Edition),1983-01-01,"doo-wop, rhythm and blues, rock-and-roll, rockabilly",0.407,0.826,8,-8.29,1,0.0495,0.693,1.57e-05,0.285,0.891,192.21,150867,4,43,58,spotify:track:4LcrHUkRmXG3c0YD5VYutn,spotify:artist:6Ahm6X9wSKXitavOvu0XzY
8391,Lonely Teardrops,Jackie Wilson,Lonely Teardrops,1959,"chicago soul, classic soul, rock-and-roll, soul",0.524,0.478,7,-8.894,1,0.118,0.406,0.0,0.74,0.843,137.133,166213,4,57,48,spotify:track:6TYR3IVgIwDK6ydc2EPEQq,spotify:artist:4VnomLtKTm9Ahe1tZfmZju
8392,Buona Sera - Remastered,Louis Prima,Capitol Collectors Series,1991-01-01,"adult standards, jump blues, lounge, swing",0.547,0.3,3,-13.973,1,0.107,0.777,0.0,0.0653,0.811,97.793,187200,4,57,48,spotify:track:0DXm5n7SBxCED9ssTvrx2J,spotify:artist:52lBOxCxbJg0ttXEW9CQpW
8393,('Til) I Kissed You,The Everly Brothers,Hey Doll Baby,2022-06-17,"adult standards, folk rock, mellow gold, rock-and-roll, rockabilly, sunshine pop",0.576,0.458,1,-10.341,1,0.0442,0.626,0.0,0.377,0.629,141.567,144533,4,59,49,spotify:track:4BMhwvrqMUSm65RRB0RAEa,spotify:artist:4ACplpEqD6JIVgKrafauzs
8394,Maybe Baby,Buddy Holly & The Crickets,"The ""Chirping"" Crickets",1957-11-27,"rock-and-roll, rockabilly",0.607,0.477,9,-12.904,1,0.0333,0.708,0.0,0.253,0.887,136.614,122600,4,40,52,spotify:track:20UjAGdEjVb8DniNXvqHJy,spotify:artist:15jBNfRUPUgdZOTSaNoF5l
8395,Just In Time - Remastered 1998,Dean Martin,Amore,2009-01-01,"adult standards, easy listening, lounge, vocal jazz",0.509,0.265,7,-11.918,0,0.0438,0.652,0.0,0.125,0.587,126.88,134640,4,68,37,spotify:track:1UzlJGnPQLCIDAHuKSjQQT,spotify:artist:49e4v89VmlDcFCMyDv9wQ9
8396,C’Mon Everybody,Eddie Cochran,12 Of His Biggest Hits,1960-05-01,"rock-and-roll, rockabilly",0.627,0.7,3,-9.657,1,0.0522,0.121,0.0111,0.188,0.856,175.33,118227,4,52,61,spotify:track:7ItZM6DMZE2m1X7yIaRxjq,spotify:artist:1p0t3JtUTayV2wb1RGN9mO
8397,Maybellene,Chuck Berry,Berry Is On Top,1959-07-01,"blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul",0.756,0.768,0,-10.701,1,0.112,0.735,0.0,0.182,0.783,118.208,143240,4,67,54,spotify:track:3SQhmctWreNM0X6Zkm2K5R,spotify:artist:293zczrfYafIItmnmM3coR
8398,Lie,NF,Perception,2017-10-06,"hip hop, pop rap",0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,209213,4,79,75,spotify:track:07FkzikE6FuHIa8Ma7zJGc,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz
8399,Mood (feat. iann dior),24kGoldn,El Dorado,2021-03-26,"cali rap, pop rap",0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,140533,4,71,82,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,spotify:artist:6fWVd57NKTalqvmjRd2t8Z
8400,High,The Chainsmokers,So Far So Good,2022-06-08,pop,0.601,0.787,0,-6.178,1,0.031,0.0492,0.0,0.142,0.525,134.981,175163,4,81,65,spotify:track:09AvsbivV1FQBRAEBJh7UL,spotify:artist:69GGBxA162lTqCwzJG5jLp
8401,Sweetest Pie,Megan Thee Stallion,Sweetest Pie,2022-03-11,"houston rap, pop, r&b, rap, trap queen",0.814,0.628,7,-7.178,1,0.221,0.167,0.0,0.101,0.677,123.977,201334,4,79,71,spotify:track:7mFj0LlWtEJaEigguaWqYh,spotify:artist:181bsRPaVXVlUKXrxwZfHK
8402,Run,OneRepublic,Run,2021-05-05,"piano rock, pop",0.682,0.72,11,-8.173,0,0.0381,0.326,0.0,0.148,0.673,117.003,169011,4,83,71,spotify:track:2UbVnbE5FH6008mAm6Mmgw,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ
8403,Remember,Becky Hill,Remember,2021-06-18,"pop dance, pop house, uk dance, uk pop",0.612,0.862,8,-2.903,1,0.037,0.041,0.0,0.0907,0.354,123.849,160766,4,74,74,spotify:track:4laAKIq9ZxBCwf99rauPYb,spotify:artist:4EPJlUEBy49EX1wuFOvtjK
8404,Need to Know,Doja Cat,Planet Her,2021-06-25,"dance pop, pop",0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4,87,79,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
8405,I'm Good (Blue),David Guetta,I'm Good (Blue),2022-08-26,"big room, dance pop, edm, pop, pop dance",0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4,88,90,spotify:track:4uUG5RXrOk84mYEfFvj3cK,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
8406,When I’m Gone (with Katy Perry),Alesso,When I’m Gone (with Katy Perry),2021-12-29,"dance pop, edm, pop, pop dance, progressive electro house",0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,161267,4,73,72,spotify:track:5902W4uHWzhtOff1UK7the,spotify:artist:4AVFqumd2ogHFlRbKIjp1t
8407,10:35,Tiësto,10:35,2022-11-03,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance",0.696,0.793,8,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003,172253,4,85,77,spotify:track:6BePGk3eCan4FqaW2X8Qy3,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z
8408,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO,2021-09-17,lgbtq+ hip hop,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,4,76,79,spotify:track:1SC5rEoYDGUK4NfG82494W,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq
8409,Escapism.,RAYE,My 21st Century Blues,2023-02-03,"uk contemporary r&b, uk pop",0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,272373,4,79,82,spotify:track:5mHdCZtVyb4DcJw8799hZp,spotify:artist:5KKpBU5eC2tJDzf0wmlRp2
8410,Paint The Town Red,Doja Cat,Scarlet,2023-09-22,"dance pop, pop",0.864,0.556,2,-7.683,0,0.194,0.255,3.85e-06,0.112,0.726,99.974,230480,4,87,70,spotify:track:7DlZH8EiVDgQXNoj3dnyZC,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
8411,Boy's a liar Pt. 2,PinkPantheress,Boy's a liar Pt. 2,2023-02-03,bedroom pop,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,131013,4,76,78,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,spotify:artist:78rUTD7y6Cy67W1RVzYs7t
8412,Words (feat. Zara Larsson),Alesso,Words (feat. Zara Larsson),2022-04-22,"dance pop, edm, pop, pop dance, progressive electro house",0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,142677,4,73,80,spotify:track:1bgKMxPQU7JIZEhNsM1vFs,spotify:artist:4AVFqumd2ogHFlRbKIjp1t
8413,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2021-07-23,lgbtq+ hip hop,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,4,76,77,spotify:track:27NovPIUIRrOZoCHxABJwK,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq
8414,Moth To A Flame (with The Weeknd),Swedish House Mafia,Paradise Again,2022-04-15,"edm, pop dance, progressive electro house",0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,234000,4,75,80,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,spotify:artist:1h6Cn3P4NGzXbaXidqURXs
8415,Thunder,Gabry Ponte,Thunder,2021-05-07,"eurodance, italo dance, slap house",0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,3,73,79,spotify:track:2USlegnFJLrVLpoVfPimKB,spotify:artist:5ENS85nZShljwNgg4wFD7D
8416,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,2021-01-06,australian hip hop,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4,64,74,spotify:track:3Ofmpyhv5UAQ70mENzB277,spotify:artist:1uU7g3DNSbsu0QjSEqZtEd
8417,The Motto,Tiësto,The Motto,2021-11-04,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance",0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819,4,85,78,spotify:track:18asYwWugKjjsihZ0YvRxO,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z
8418,Where Did You Go? (feat. MNEK),Jax Jones,Where Did You Go (feat. MNEK),2022-02-04,"dance pop, edm, house, pop dance, uk dance, uk pop",0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,177689,4,73,77,spotify:track:3sa06xVNmLLYIxdNNmVQN8,spotify:artist:4Q6nIcaBED8qUel8bBx6Cr
8419,Baby Don't Hurt Me,David Guetta,Baby Don't Hurt Me,2023-04-06,"big room, dance pop, edm, pop, pop dance",0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,140018,4,88,84,spotify:track:3BKD1PwArikchz2Zrlp1qi,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
8420,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),2022-05-06,"dance pop, pop",0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,182907,4,87,76,spotify:track:0hquQWY3xvYqN4qtiquniF,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
8421,Players,Coi Leray,Players,2022-11-30,"new jersey underground rap, trap queen",0.954,0.516,6,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,139560,4,72,75,spotify:track:6UN73IYd0hZxLi8wFPMQij,spotify:artist:6AMd49uBDJfhf30Ak2QR5s
8422,Area Codes,Kaliii,Area Codes,2023-03-17,"rap, viral rap",0.823,0.388,1,-10.867,1,0.491,0.0187,0.0,0.0876,0.507,154.569,139326,4,63,76,spotify:track:7sliFe6W30tPBPh6dvZsIH,spotify:artist:1YRqgFNXqRyMDRr8ClS1NL
8423,Sweet Dreams,Alan Walker,Sweet Dreams,2021-06-11,electro house,0.766,0.817,7,-4.253,1,0.035,0.0239,2.49e-06,0.159,0.43,125.033,138819,4,81,72,spotify:track:4uDhts78RdwIDjEqPrYVKp,spotify:artist:7vk5e3vY1uw9plTHJAMwjN
8424,On My Love,Zara Larsson,On My Love,2023-09-15,"pop, scandipop, swedish electropop, swedish pop",0.495,0.691,10,-4.989,0,0.0447,0.0745,0.0033,0.0881,0.299,123.051,222912,4,78,77,spotify:track:0dxp7DyPJEo6JhtnjUtBnN,spotify:artist:1Xylc3o4UrD53lo9CvFvVg
8425,BILLIE EILISH.,Armani White,Road to CASABLANCO.,2023-05-05,indie hip hop,0.902,0.514,1,-6.372,1,0.281,0.13,9.22e-06,0.0873,0.747,100.101,99280,4,63,70,spotify:track:2tDOCMuKSX9IEo9TJ4pBBk,spotify:artist:2qAwMsiIjTzlmfAkXKvhVA
8426,My Heart Goes (La Di Da),Becky Hill,My Heart Goes (La Di Da),2021-08-24,"pop dance, pop house, uk dance, uk pop",0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,148960,4,74,67,spotify:track:4xMbBESczlHPUO8QeYi56p,spotify:artist:4EPJlUEBy49EX1wuFOvtjK
8427,21 Reasons (feat. Ella Henderson),Nathan Dawe,21 Reasons (feat. Ella Henderson),2022-04-29,"pop dance, uk dance",0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,155253,4,66,77,spotify:track:1RF02Cf80mTaeNXG2P2boR,spotify:artist:2gduEC76ry33RVurAvT05p
8428,Lemonade (feat. NAV),Internet Money,B4 The Storm,2020-08-28,"pop rap, trap",0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4,67,77,spotify:track:1p0rEzrK7YtdRZVtiyV7RN,spotify:artist:6MPCFvOQv5cIGfw3jODMF0
8429,"Better Off (Alone, Pt. III)",Alan Walker,Walkerworld,2023-11-10,electro house,0.51,0.691,9,-5.199,0,0.0449,0.0304,0.0,0.151,0.376,129.836,151703,4,81,74,spotify:track:5hT3U17QZiP74YN9xF32JG,spotify:artist:7vk5e3vY1uw9plTHJAMwjN
